date,1. open,2. high,3. low,4. close,5. volume
2023-11-01,301.85,312.74,301.85,311.85,20434580.0
2023-10-31,303.31,303.68,296.86,301.27,19434168.0
2023-10-30,299.09,309.3967,299.05,302.66,28435053.0
2023-10-27,294.48,299.31,292.97,296.73,29596256.0
2023-10-26,295.0,295.0,279.403,288.35,66684141.0
2023-10-25,310.0,310.88,298.84,299.53,42192474.0
2023-10-24,316.78,318.35,310.63,312.55,19525488.0
2023-10-23,309.5,317.36,307.26,314.01,17796785.0
2023-10-20,314.14,315.3,306.47,308.65,22312275.0
2023-10-19,319.875,321.89,311.7504,312.81,18709160.0
2023-10-18,321.39,325.94,315.56,316.97,16851003.0
2023-10-17,318.18,324.4,317.3,324.0,16387799.0
2023-10-16,318.64,321.82,315.52,321.15,16536114.0
2023-10-13,323.53,325.0502,312.37,314.69,21360790.0
2023-10-12,328.0,330.54,322.69,324.16,20530518.0
2023-10-11,323.005,328.835,322.95,327.82,22036297.0
2023-10-10,319.12,324.66,318.16,321.84,19037973.0
2023-10-09,312.5,320.33,311.82,318.36,22503662.0
2023-10-06,301.44,316.31,300.9148,315.43,21803856.0
2023-10-05,304.625,306.208,299.5,304.79,19129957.0
2023-10-04,298.725,306.9,298.5,305.58,16880484.0
2023-10-03,304.26,306.77,299.64,300.94,17362250.0
2023-10-02,302.74,307.18,301.63,306.82,16265571.0
2023-09-29,307.38,310.64,299.36,300.21,25373695.0
2023-09-28,298.935,306.3299,296.7,303.96,22167075.0
2023-09-27,300.45,301.2997,286.79,297.74,36429835.0
2023-09-26,297.66,300.2999,296.0101,298.96,19417161.0
2023-09-25,295.64,300.95,293.7,300.83,18987014.0
2023-09-22,299.3,305.38,298.27,299.08,25369592.0
2023-09-21,295.7,300.2566,293.27,295.73,21319582.0
2023-09-20,305.05,308.06,299.43,299.67,19379515.0
2023-09-19,302.48,306.17,299.81,305.07,15931618.0
2023-09-18,298.19,303.6,297.8,302.55,14234158.0
2023-09-15,311.61,312.0,298.75,300.31,28131140.0
2023-09-14,306.74,312.87,305.03,311.72,19343102.0
2023-09-13,302.36,307.18,301.3206,305.06,13210915.0
2023-09-12,306.33,308.6599,300.23,301.66,13480400.0
2023-09-11,301.41,309.04,301.28,307.56,19489330.0
2023-09-08,299.22,305.25,296.78,297.89,17572203.0
2023-09-07,298.0,307.0499,292.22,298.67,33748737.0
2023-09-06,301.71,303.3,295.66,299.17,15418092.0
2023-09-05,297.02,301.39,295.51,300.15,14955989.0
2023-09-01,299.37,301.74,294.47,296.38,12842257.0
2023-08-31,295.8,301.1,295.66,295.89,17229865.0
2023-08-30,297.17,298.29,293.43,295.1,17717024.0
2023-08-29,288.585,299.15,288.18,297.99,20844522.0
2023-08-28,288.0,291.45,285.8,290.26,14239285.0
2023-08-25,286.13,288.386,276.03,285.5,23701443.0
2023-08-24,298.5,299.46,286.64,286.75,18360882.0
2023-08-23,288.5,297.4,287.67,294.24,18287001.0
2023-08-22,292.55,292.9,286.75,287.6,12999913.0
2023-08-21,283.45,290.5,281.85,289.9,20181475.0
2023-08-18,279.03,285.69,274.38,283.25,35347925.0
2023-08-17,293.05,296.05,284.95,285.09,23950089.0
2023-08-16,300.195,301.08,294.28,294.29,18547741.0
2023-08-15,306.14,307.23,300.03,301.95,11623613.0
2023-08-14,300.98,306.21,298.25,306.19,15641921.0
2023-08-11,302.57,304.72,300.36,301.64,14046250.0
2023-08-10,307.94,312.339,303.87,305.74,14358897.0
2023-08-09,312.88,313.63,302.85,305.21,19955783.0
2023-08-08,314.4,317.89,310.11,312.64,15183532.0
2023-08-07,313.23,317.07,310.46,316.56,16236504.0
2023-08-04,314.96,318.41,310.2,310.73,17612762.0
2023-08-03,309.93,315.9499,309.93,313.19,15215422.0
2023-08-02,318.0,318.39,310.65,314.31,20461094.0
2023-08-01,317.535,324.14,314.66,322.71,22889870.0
2023-07-31,323.69,325.6599,317.59,318.6,25799603.0
2023-07-28,316.875,326.2,314.2481,325.48,39220270.0
2023-07-27,325.12,325.35,309.84,311.71,64229173.0
2023-07-26,301.19,301.77,291.9,298.57,47256930.0
2023-07-25,295.19,298.3,291.86,294.47,19585584.0
2023-07-24,295.78,297.52,288.3001,291.61,24949405.0
2023-07-21,304.57,305.46,291.2,294.26,42139259.0
2023-07-20,313.5,315.54,302.22,302.52,23836876.0
2023-07-19,313.03,318.68,310.52,316.01,21763688.0
2023-07-18,310.875,314.2,307.6188,312.05,20764580.0
2023-07-17,307.54,311.71,304.71,310.62,25323126.0
2023-07-14,311.79,314.88,307.3612,308.87,23054108.0
2023-07-13,313.62,316.24,310.2901,313.41,30280972.0
2023-07-12,301.745,309.45,300.1004,309.34,36677127.0
2023-07-11,293.9,300.18,291.9,298.29,27585918.0
2023-07-10,295.55,298.13,287.05,294.1,37058306.0
2023-07-07,292.18,296.2,288.66,290.53,25585975.0
2023-07-06,295.885,298.12,291.31,291.99,47733829.0
2023-07-05,287.65,298.12,286.36,294.37,33865457.0
2023-07-03,286.7,289.4,284.8499,286.02,8629269.0
2023-06-30,284.76,289.05,284.415,286.98,19694872.0
2023-06-29,284.5,286.57,280.69,281.53,15395690.0
2023-06-28,284.82,289.55,284.06,285.29,16722117.0
2023-06-27,282.01,289.345,280.655,287.05,26108260.0
2023-06-26,288.7,289.79,277.6,278.47,24232651.0
2023-06-23,281.51,289.67,278.95,288.73,51092038.0
2023-06-22,279.08,285.26,277.79,284.88,17563061.0
2023-06-21,283.53,284.0,278.36,281.64,20556170.0
2023-06-20,278.73,284.8,276.22,284.33,20701589.0
2023-06-16,284.75,287.85,280.13,281.0,43127731.0
2023-06-15,272.3,283.99,271.42,281.83,25973455.0
2023-06-14,271.89,274.99,268.315,273.35,19175066.0
2023-06-13,274.88,275.72,269.0923,271.32,16164024.0
2023-06-12,267.17,271.75,265.33,271.05,15471702.0
2023-06-09,262.48,267.949,261.7,264.95,16949794.0
2023-06-08,260.62,267.65,258.88,264.58,20899359.0
2023-06-07,271.67,274.25,262.8,263.6,26163627.0
2023-06-06,270.14,276.57,269.69,271.12,19419010.0
2023-06-05,270.3,275.57,269.56,271.39,20742946.0
2023-06-02,272.66,275.35,271.12,272.61,19416930.0
2023-06-01,265.9,274.0,265.89,272.61,25609508.0
2023-05-31,260.0,265.0,258.45,264.72,25361238.0
2023-05-30,265.25,268.65,261.29,262.52,23816483.0
2023-05-26,252.93,262.3107,252.71,262.04,25768663.0
2023-05-25,253.4,255.62,249.17,252.69,22371435.0
2023-05-24,245.28,249.5892,244.952,249.21,17724338.0
2023-05-23,246.81,251.61,246.65,246.74,17748115.0
2023-05-22,245.41,253.57,245.12,248.32,27738479.0
2023-05-19,247.47,248.69,243.41,245.64,21733581.0
2023-05-18,241.3,247.0881,241.19,246.85,22943297.0
2023-05-17,238.45,243.8423,238.14,242.485,21193080.0
2023-05-16,235.79,239.635,235.52,238.82,18163772.0
2023-05-15,236.92,240.255,235.33,238.86,20653229.0
2023-05-12,236.74,236.9599,231.45,233.81,16161447.0
2023-05-11,233.05,238.21,232.3,235.79,20448991.0
2023-05-10,236.17,236.75,230.72,233.08,19119007.0
2023-05-09,231.46,235.88,231.08,233.37,16865587.0
2023-05-08,231.415,235.62,230.27,233.27,16400526.0
2023-05-05,232.24,234.68,229.85,232.78,27000480.0
2023-05-04,236.06,238.2,232.9264,233.52,17889391.0
2023-05-03,239.47,241.75,232.75,237.03,34463859.0
2023-05-02,243.18,244.92,238.99,239.24,24350149.0
2023-05-01,238.615,244.0,236.46,243.18,29143912.0
2023-04-28,239.01,240.43,235.75,240.32,39554036.0
2023-04-27,239.89,241.685,236.77,238.56,71196531.0
2023-04-26,212.5,214.11,208.88,209.4,35185227.0
2023-04-25,210.815,211.26,207.13,207.55,19198175.0
2023-04-24,213.675,213.92,210.71,212.79,15750920.0
2023-04-21,210.21,213.41,209.58,212.89,17717166.0
2023-04-20,213.48,216.75,212.77,213.07,16475443.0
2023-04-19,213.472,217.33,212.93,215.7,15898078.0
2023-04-18,219.91,220.44,216.21,217.89,12280984.0
2023-04-17,219.79,220.979,217.13,218.86,15411724.0
2023-04-14,217.88,222.11,217.55,221.49,21591207.0
2023-04-13,215.73,221.15,215.69,220.35,23310357.0
2023-04-12,214.835,216.84,212.584,214.0,18972172.0
2023-04-11,215.48,216.02,213.41,213.85,16710101.0
2023-04-10,214.71,215.66,210.66,214.75,16106074.0
2023-04-06,209.25,216.94,208.65,216.1,26104411.0
2023-04-05,214.15,215.19,209.94,211.48,19396630.0
2023-04-04,213.39,216.24,212.54,214.72,21026367.0
2023-04-03,208.84,213.4861,208.2,213.07,17924613.0
2023-03-31,207.24,212.17,206.77,211.94,25440273.0
2023-03-30,203.38,208.09,202.82,207.84,22608303.0
2023-03-29,203.56,205.72,202.5355,205.35,18851137.0
2023-03-28,200.15,201.03,197.9,200.68,19127295.0
2023-03-27,204.81,205.86,201.36,202.84,18527184.0
2023-03-24,205.18,207.58,203.55,206.01,27733042.0
2023-03-23,202.84,207.88,202.15,204.28,27389669.0
2023-03-22,202.5,207.37,199.67,199.81,28477759.0
2023-03-21,203.2,203.55,197.95,202.16,31826952.0
2023-03-20,198.48,199.36,193.64,197.81,25186315.0
2023-03-17,200.56,201.9,195.4304,195.61,50141098.0
2023-03-16,198.26,205.76,196.0886,204.93,50819659.0
2023-03-15,192.95,197.78,190.8351,197.75,42123552.0
2023-03-14,187.58,194.32,186.56,194.02,41642627.0
2023-03-13,177.96,183.78,174.82,180.9,24727969.0
2023-03-10,181.01,184.77,178.8,179.51,25665032.0
2023-03-09,186.35,188.93,180.3,181.69,26582750.0
2023-03-08,182.87,185.26,181.34,184.97,19432405.0
2023-03-07,189.0,190.36,184.01,184.51,36701495.0
2023-03-06,188.0,189.66,184.64,184.9,33209394.0
2023-03-03,178.92,186.62,177.05,185.25,45877692.0
2023-03-02,172.38,175.01,171.43,174.53,17360708.0
2023-03-01,174.59,177.85,173.05,173.42,30998380.0
2023-02-28,171.9,177.55,171.87,174.94,46051117.0
2023-02-27,171.875,173.12,169.06,169.54,19277002.0
2023-02-24,168.64,170.72,167.66,170.39,19791334.0
2023-02-23,172.0,173.69,169.38,172.04,20017779.0
2023-02-22,171.07,172.755,169.69,171.12,22433158.0
2023-02-21,174.31,178.17,171.88,172.08,34592582.0
2023-02-17,170.22,173.18,169.7,172.88,24171260.0
2023-02-16,172.75,175.85,171.79,172.44,25827473.0
2023-02-15,176.415,178.19,175.33,177.16,25337966.0
2023-02-14,177.16,181.5064,175.88,179.48,24034631.0
2023-02-13,178.215,181.0,175.82,179.43,31463223.0
2023-02-10,176.3534,178.89,173.35,174.15,33433567.0
2023-02-09,186.13,186.65,177.27,177.92,37118811.0
2023-02-08,190.0,190.83,182.92,183.43,36139074.0
2023-02-07,185.575,193.7799,184.4,191.62,47080662.0
2023-02-06,186.53,190.7,185.5156,186.06,42483811.0
2023-02-03,183.465,196.77,182.89,186.53,76809701.0
2023-02-02,183.38,197.16,180.16,188.77,150475687.0
2023-02-01,148.03,153.58,147.06,153.12,55661017.0
2023-01-31,147.95,149.88,147.52,148.97,29842109.0
2023-01-30,149.405,151.1233,146.95,147.06,28040100.0
2023-01-27,148.237,153.19,147.39,151.74,35771865.0
2023-01-26,144.4,147.51,143.3,147.3,25482084.0
2023-01-25,141.22,143.17,140.31,141.5,26622021.0
2023-01-24,141.69,145.0,141.36,143.14,21970190.0
2023-01-23,139.29,143.76,138.66,143.27,27470093.0
2023-01-20,135.89,139.94,134.61,139.37,28688630.0
2023-01-19,132.49,137.45,132.14,136.15,28625232.0
2023-01-18,135.81,137.25,132.8,133.02,20215486.0
2023-01-17,136.176,136.75,134.25,135.36,21147587.0
2023-01-13,134.97,137.39,134.835,136.98,22423839.0
2023-01-12,133.44,137.6781,131.76,136.71,30757732.0
2023-01-11,130.96,133.8494,130.34,132.89,25423046.0
2023-01-10,127.27,133.44,127.15,132.99,28684431.0
2023-01-09,131.16,132.95,129.28,129.47,26649145.0
2023-01-06,128.97,130.33,126.04,130.02,27584498.0
2023-01-05,126.125,128.52,124.54,126.94,25447099.0
2023-01-04,127.38,129.0498,125.85,127.37,32397094.0
2023-01-03,122.82,126.37,122.28,124.74,35528531.0
2022-12-30,118.16,120.42,117.74,120.34,19583825.0
2022-12-29,116.4,121.03,115.77,120.26,22366192.0
2022-12-28,116.25,118.15,115.51,115.62,19612473.0
2022-12-27,117.93,118.6,116.0501,116.88,21392311.0
2022-12-23,116.03,118.175,115.535,118.04,17796625.0
2022-12-22,117.2,118.62,114.38,117.12,23618121.0
2022-12-21,116.7,120.34,115.62,119.76,20392799.0
2022-12-20,113.26,117.33,112.46,117.09,28742501.0
2022-12-19,116.83,117.8,114.331,114.48,29769875.0
2022-12-16,120.23,123.31,118.8214,119.43,67064001.0
2022-12-15,118.33,118.625,114.01,116.15,34530970.0
2022-12-14,119.39,124.14,119.39,121.59,36922037.0
2022-12-13,122.13,123.3,118.64,120.15,44701054.0
2022-12-12,115.18,115.72,113.14,114.71,24747064.0
2022-12-09,115.3,117.54,113.87,115.9,26033353.0
2022-12-08,116.39,117.34,114.59,115.33,30619418.0
2022-12-07,113.76,115.88,112.88,113.93,29461137.0
2022-12-06,119.91,120.55,113.74,114.12,43689183.0
2022-12-05,121.75,124.67,121.35,122.43,35474884.0
2022-12-02,117.83,124.04,117.61,123.49,39950464.0
2022-12-01,119.198,121.2,118.4,120.44,36551374.0
2022-11-30,109.505,118.16,109.38,118.1,43348557.0
2022-11-29,109.54,110.94,108.5437,109.46,23899238.0
2022-11-28,110.78,112.04,108.38,108.78,23332816.0
2022-11-25,111.3,112.73,111.02,111.41,12007566.0
2022-11-23,111.72,112.67,110.73,112.24,21343083.0
2022-11-22,109.86,111.62,108.3216,111.44,29028963.0
2022-11-21,111.52,112.3699,109.19,109.86,24351074.0
2022-11-18,113.8,114.32,110.62,112.05,33357707.0
2022-11-17,110.41,112.33,109.8,111.45,35093822.0
2022-11-16,114.5,116.075,112.66,113.23,33287773.0
2022-11-15,116.07,118.74,114.4116,117.08,50670499.0
2022-11-14,110.99,116.27,110.8,114.22,53394974.0
2022-11-11,109.23,114.9,108.81,113.02,59961742.0
2022-11-10,107.12,112.75,104.61,111.87,80670961.0
2022-11-09,101.72,104.9,100.74,101.47,107677284.0
2022-11-08,95.92,97.8,94.79,96.47,52088320.0
2022-11-07,94.78,96.88,93.1,96.72,81987295.0
2022-11-04,90.35,91.39,88.09,90.79,55638061.0
2022-11-03,90.08,90.4576,88.41,88.91,60664012.0
2022-11-02,94.205,95.2,90.48,90.54,71821058.0
2022-11-01,94.33,97.49,93.55,95.2,110189617.0
2022-10-31,98.22,99.32,92.6,93.16,121361444.0
2022-10-28,99.58,100.85,97.51,99.2,95928306.0
2022-10-27,97.975,102.5,96.38,97.94,232316571.0
2022-10-26,131.68,135.55,128.53,129.82,89294679.0
2022-10-25,130.875,138.35,130.59,137.51,38433219.0
2022-10-24,127.25,133.48,124.57,129.72,63563447.0
2022-10-21,126.31,130.12,125.44,130.01,46348647.0
2022-10-20,132.93,136.77,131.31,131.53,26356276.0
2022-10-19,132.89,137.0,132.22,133.23,30691047.0
2022-10-18,137.085,137.8399,131.4,132.8,25444979.0
2022-10-17,130.3,134.79,130.18,134.04,29612245.0
2022-10-14,131.0,131.79,126.52,126.76,23559407.0
2022-10-13,123.53,131.14,122.5301,130.29,34325715.0
2022-10-12,128.32,129.67,126.25,127.5,34605245.0
2022-10-11,131.62,132.66,126.99,128.54,38481403.0
2022-10-10,133.55,136.11,131.87,133.79,24023982.0
2022-10-07,136.76,138.29,132.44,133.45,33214773.0
2022-10-06,137.715,141.45,136.6,139.07,36231056.0
2022-10-05,138.24,140.21,134.78,138.98,27979348.0
2022-10-04,140.49,142.3901,139.34,140.28,34670729.0
2022-10-03,137.14,139.62,136.1,138.61,27723063.0
2022-09-30,136.05,140.99,135.5,135.68,33166393.0
2022-09-29,139.36,139.84,135.2,136.41,38985414.0
2022-09-28,134.62,142.03,134.27,141.61,32658478.0
2022-09-27,137.92,139.42,134.1201,134.4,30826471.0
2022-09-26,140.12,142.24,136.19,136.37,30497021.0
2022-09-23,141.42,142.62,138.89,140.41,31710685.0
2022-09-22,141.55,144.58,140.87,142.82,34162531.0
2022-09-21,146.39,149.6,142.0,142.12,38338614.0
2022-09-20,145.775,148.84,145.22,146.09,23217350.0
2022-09-19,145.235,148.58,145.1,148.02,22169477.0
2022-09-16,148.05,148.58,144.2935,146.29,40122824.0
2022-09-15,149.8,154.1984,148.7,149.55,34606348.0
2022-09-14,153.33,153.54,149.05,151.47,43064195.0
2022-09-13,161.54,161.63,152.67,153.13,44444061.0
2022-09-12,167.39,171.39,167.28,168.96,23220405.0
2022-09-09,163.248,169.54,163.02,169.15,22129802.0
2022-09-08,158.71,162.23,157.74,162.06,22530785.0
2022-09-07,157.76,160.955,156.81,160.39,16831182.0
2022-09-06,160.1,161.69,157.69,158.54,19282598.0
2022-09-02,167.45,167.93,159.22,160.32,22634191.0
2022-09-01,163.58,167.3599,160.345,165.36,30145683.0
2022-08-31,167.07,167.84,162.14,162.93,40952975.0
2022-08-30,160.355,161.66,155.91,157.16,19567948.0
2022-08-29,160.655,163.05,159.01,159.17,19771863.0
2022-08-26,168.48,170.92,161.6726,161.78,24023633.0
2022-08-25,165.18,168.88,164.02,168.78,15550514.0
2022-08-24,160.6,165.46,159.77,163.26,20891481.0
2022-08-23,162.48,165.05,160.7,161.11,18111777.0
2022-08-22,165.49,165.49,162.26,163.05,19499711.0
2022-08-19,170.2,172.32,167.05,167.96,26240799.0
2022-08-18,174.34,175.76,171.86,174.66,18844451.0
2022-08-17,176.76,178.14,174.17,174.85,20118133.0
2022-08-16,179.44,180.99,177.035,179.47,21156710.0
2022-08-15,178.96,181.44,178.2,180.89,15878671.0
2022-08-12,180.81,181.4572,178.911,180.5,21274046.0
2022-08-11,179.71,183.1,176.37,177.49,24079062.0
2022-08-10,175.99,180.48,173.95,178.34,30262132.0
2022-08-09,168.95,169.53,166.6,168.53,18655056.0
2022-08-08,168.0,177.51,167.13,170.25,27299113.0
2022-08-05,166.99,171.612,165.8,167.11,25832701.0
2022-08-04,168.295,172.15,166.8,170.57,23938212.0
2022-08-03,162.69,169.54,161.57,168.8,31717527.0
2022-08-02,158.31,162.24,158.01,160.19,27374516.0
2022-08-01,157.25,165.19,155.2301,159.93,40596702.0
2022-07-29,157.69,160.14,155.17,159.1,42065395.0
2022-07-28,161.06,161.51,154.85,160.72,73214326.0
2022-07-27,162.59,170.87,162.02,169.58,43846557.0
2022-07-26,165.94,166.0,157.95,159.15,28468424.0
2022-07-25,169.0,170.57,164.805,166.65,26166326.0
2022-07-22,173.07,175.5995,168.41,169.27,42583916.0
2022-07-21,180.63,183.85,178.87,183.17,27195815.0
2022-07-20,177.485,183.6,176.7,183.09,24784274.0
2022-07-19,170.37,176.49,169.51,175.78,25933679.0
2022-07-18,166.75,171.685,165.64,167.23,23574337.0
2022-07-15,160.54,164.98,159.82,164.7,23342807.0
2022-07-14,161.22,162.59,157.2801,158.05,23765168.0
2022-07-13,160.16,164.98,159.6127,163.49,16555138.0
2022-07-12,164.8,165.9107,162.1,163.27,16639659.0
2022-07-11,167.065,167.49,161.91,162.88,21905133.0
2022-07-08,169.98,172.4,168.1501,170.88,19249243.0
2022-07-07,169.45,172.72,167.78,172.19,24083368.0
2022-07-06,168.2,171.59,165.46,169.77,23085921.0
2022-07-05,158.14,168.25,157.02,168.19,28664799.0
2022-07-01,160.31,160.62,155.0,160.03,31423933.0
2022-06-30,162.15,165.23,158.49,161.25,35250605.0
2022-06-29,163.57,166.33,160.32,163.94,28595236.0
2022-06-28,169.9,171.3,160.61,160.68,27788725.0
2022-06-27,171.32,171.75,168.01,169.49,29174559.0
2022-06-24,161.725,170.25,161.3,170.16,68736009.0
2022-06-23,156.27,159.75,154.25,158.75,40499198.0
2022-06-22,158.38,160.79,155.44,155.85,47596820.0
2022-06-21,165.93,167.76,155.97,157.05,50724899.0
2022-06-17,161.68,165.9,159.9,163.74,31374215.0
